iter	Logloss
0	0.3565831893
1	0.236334633
2	0.1789177681
3	0.1520576306
4	0.1387035187
5	0.1320486717
6	0.1289947389
7	0.1278301927
8	0.1270609388
9	0.1267261011
10	0.12643673
11	0.1263243657
12	0.126209189
13	0.1260983489
14	0.1260232075
15	0.1259614452
16	0.1258988501
17	0.1258096722
18	0.1257324901
19	0.1256373395
